,SMILES,OR1L3,OR2G2,OR2J2,OR2M4,OR2T10,OR2T34,OR5AC2,OR10G3,OR10G4,OR10G7
0,CC=CCSCC(C)=CC,-4.562,-5.191,-4.742,-4.936,-4.562,-4.452,-4.574,-4.402,-4.82,-4.358
1,CCCC(=CCS)OC,-4.251,-4.51,-4.33,-4.256,-3.98,-4.083,-4.08,-3.945,-4.04,-4.054
2,CCCCC(C)C=C(C)CCCN,-6.304,-6.376,-5.997,-5.639,-5.697,-5.573,-5.311,-5.213,-5.47,-5.923
3,C=C(CC)CCSC,-4.241,-4.645,-4.143,-4.344,-4.194,-4.202,-4.033,-3.82,-4.166,-4.204
4,C=C(S)C(=CCC(=O)OC)C(C)C(C)C,-5.905,-6.009,-6.317,-6.183,-4.558,-5.416,-5.711,-5.041,-5.836,-6.226
5,CCCC(=CN)C(C)=O,-5.32,-4.975,-4.921,-4.932,-4.805,-5.124,-4.411,-4.608,-4.639,-4.469
6,C=C(C)C(C)C1=COC=CC=C=C1,-5.015,-4.682,-4.566,-4.821,-3.622,-3.949,-4.442,-3.462,-4.6,-4.756
7,CC(=O)C(C)C=C(C)CC(C)C,-6.074,-6.314,-6.306,-5.953,-4.836,-5.377,-5.553,-5.165,-5.56,-5.855
8,CC=CC(=CCCC)SC,-4.941,-5.121,-4.824,-4.858,-4.849,-4.696,-4.277,-4.455,-4.498,-4.618
9,CCC=C(S)CCC(=O)CC,-5.207,-5.583,-5.242,-4.927,-4.884,-4.828,-4.81,-5.044,-4.723,-4.792
10,CC=C(CC=CCC)OC(=O)CC,-6.055,-6.204,-5.777,-5.698,-4.994,-5.29,-5.377,-5.722,-5.343,-5.573
11,CCSC(C)C=CC(C)CC,-5.314,-5.681,-5.374,-5.087,-4.827,-4.742,-4.561,-4.671,-4.83,-5.108
12,C=C(C)C1=CCC(C)CC(C2(CC)C(=C)CCC2C)=C1,-5.916,-4.969,-6.368,-3.386,-0.145,-3.985,-6.615,-2.08,-5.888,-6.267
13,CCC(S)=CC(N)S,-4.205,-4.271,-4.096,-4.079,-3.69,-4.311,-4.002,-3.908,-4.151,-4.13
14,C=C(OC)C(C)=CC=CCC,-5.515,-5.795,-5.364,-5.311,-5.465,-5.213,-5.004,-4.871,-5.118,-5.009
15,CC=CC(O)=CC(C)=O,-5.318,-5.159,-4.999,-5.029,-4.956,-5.117,-4.507,-5.175,-5.287,-4.928
16,CCNC1(C)C2=C1CC=C2,-5.592,-5.822,-5.604,-5.751,-5.593,-5.377,-5.201,-5.245,-5.451,-5.534
17,C=CCCC=C(C=C)CCCCC,-5.785,-6.177,-5.923,-5.38,-5.262,-5.481,-5.194,-5.265,-5.351,-5.647
18,CCC(C=O)C(O)C(C)(C)C,-5.584,-5.448,-5.127,-5.303,-4.064,-5.477,-5.366,-4.967,-5.179,-5.22
19,C=CCCCOC=COC,-4.584,-4.999,-4.471,-4.777,-4.392,-4.458,-4.383,-4.43,-4.567,-4.278
20,O=CCCCC=CC=CO,-5.165,-5.451,-4.904,-5.036,-5.057,-4.754,-4.831,-4.4,-4.756,-4.954
21,C=C(C=CC(=C)NS)CC,-5.17,-5.428,-5.047,-4.828,-5.184,-4.918,-4.79,-4.494,-4.853,-4.851
22,CC=CC(C)=CC=CCCCC(C)C=O,-6.387,-6.984,-6.257,-5.947,-4.438,-5.723,-5.45,-5.52,-5.683,-5.921
23,CCOC(CCOC)OC,-4.295,-4.612,-4.542,-4.529,-4.642,-4.585,-4.031,-4.481,-4.269,-4.049
24,CC=CC(C)=CC(=CC)CCC,-5.796,-6.003,-5.778,-5.458,-5.33,-5.229,-5.298,-5.244,-5.173,-5.62
25,CCSC(C)CC(C)C,-4.829,-5.12,-4.597,-4.479,-4.12,-4.743,-4.274,-4.334,-4.475,-4.626
26,C=C(C)C=C1C=C[CH-]N1C=O,-6.093,-6.16,-5.604,-5.853,-5.235,-5.255,-5.556,-5.138,-5.804,-5.959
27,CCCC(CC=O)C(C)CC,-5.731,-5.318,-5.462,-5.422,-4.865,-5.251,-5.027,-4.735,-4.963,-5.254
28,CC=CC=CC(=CC=CC)OC,-5.454,-5.874,-5.303,-5.473,-4.944,-4.99,-4.901,-4.801,-4.97,-4.955
29,C=CC(=COCCCC)C(C)C,-5.435,-5.91,-5.554,-5.413,-5.675,-5.565,-4.951,-5.164,-5.354,-5.019
30,COC(C)=COCCC1(C)CC1,-5.666,-5.948,-5.59,-5.596,-4.868,-5.301,-5.206,-5.098,-5.049,-5.294
31,CCC=C(C)C(C)=CC(C)=O,-5.869,-5.945,-5.952,-5.557,-5.632,-5.679,-5.178,-5.218,-5.406,-5.517
32,CCCC(C)=CCC=CO,-5.563,-5.699,-5.16,-5.143,-5.081,-5.323,-4.899,-4.574,-5.059,-5.343
33,CCC(C)(OC(C)C)C(C)(C)O,-5.728,-5.205,-5.619,-4.943,-4.221,-5.337,-5.325,-5.136,-5.681,-5.547
34,CCSC(C)C=CNC,-4.256,-4.761,-4.11,-4.311,-4.117,-4.103,-4.048,-4.135,-4.012,-4.025
35,CCC(C)C(=O)C(CC(C)O)C(C)S,-5.907,-5.78,-5.788,-5.994,-4.297,-4.931,-5.482,-4.85,-5.758,-5.889
36,C=CCCC(C)C(CC=CC)C(=O)O,-6.66,-6.408,-5.882,-6.083,-5.453,-5.772,-5.501,-5.61,-5.897,-5.765
37,CC=CC(C)C=O,-4.358,-4.802,-4.405,-4.386,-4.565,-4.705,-3.997,-4.094,-4.068,-4.048
38,CCCC(CO)C(C)C(C)S,-5.435,-5.358,-5.014,-5.114,-4.38,-4.825,-5.02,-4.519,-5.088,-4.934
39,C=CC1=COC(C)C(CCC)=C1,-6.567,-7.027,-6.088,-6.168,-5.944,-5.66,-6.033,-5.54,-6.196,-5.959
40,CCCC(C)C(C=CCO)CCC,-5.726,-6.065,-6.046,-5.89,-5.119,-5.289,-5.455,-5.173,-5.475,-5.602
41,CC=C1C(=[C]C=C=O)N=CC1C,-5.629,-5.941,-6.039,-6.197,-5.932,-5.569,-5.528,-5.049,-5.53,-5.669
42,CCC(C)=C=C(C)C(C)CC,-5.995,-5.871,-5.732,-5.434,-5.778,-5.39,-5.36,-5.101,-5.12,-5.579
43,C=C1C=CC(C)N(C(=C)C)C(=O)C(C)CC1,-5.107,-4.506,-5.564,-4.202,-2.542,-3.195,-5.123,-3.625,-5.024,-5.018
44,C=CC1=CCOC(=C)C=C1CC,-4.159,-4.461,-4.365,-4.217,-3.262,-4.077,-4.162,-3.939,-4.037,-3.985
45,CC=C(O)CCCCC,-5.116,-5.288,-4.847,-4.612,-4.855,-4.898,-4.43,-4.537,-5.117,-4.861
46,CC=NCCC(C)CCC,-5.051,-5.354,-5.111,-4.774,-4.728,-4.911,-4.716,-4.695,-4.431,-4.756
47,CCCC(C=C(C)C(C)=O)C1CO1,-6.419,-6.047,-6.097,-5.737,-5.178,-5.612,-5.433,-5.237,-5.647,-5.599
48,C=NCC(=O)C=CCCCC,-5.441,-5.752,-5.144,-5.179,-4.847,-4.676,-4.866,-4.813,-4.782,-4.877
49,C=CC=C(CC)C(=O)CCC(C)CC,-6.397,-6.691,-6.189,-5.901,-5.483,-5.938,-5.545,-5.457,-5.722,-5.404
50,C=Cc1cc(CC)ccc1C=CC,-7.208,-6.881,-6.798,-6.611,-6.103,-6.011,-6.61,-5.552,-6.206,-6.746
51,C=CC=CC=CC=C(C)C,-5.346,-5.799,-5.149,-4.942,-5.048,-5.201,-5.063,-4.487,-4.93,-4.939
52,CC(=O)C(C)C=C=COCO,-5.64,-5.814,-5.272,-5.175,-5.403,-5.016,-5.256,-4.65,-5.135,-5.042
53,CCC1CC1(CC)C1C=C1,-5.709,-5.381,-5.724,-5.245,-4.456,-5.069,-4.985,-5.272,-5.078,-5.461
54,C=CC(=O)C(=C=O)CCCC,-5.771,-5.659,-5.507,-5.505,-5.316,-5.04,-5.019,-4.887,-5.161,-4.943
55,CCC=CC1=CC(C)=CCC=C1,-4.425,-4.943,-4.491,-4.573,-4.353,-4.075,-4.519,-4.246,-4.483,-4.597
56,C=CCC(C)=CC(C)CC,-5.479,-5.663,-5.359,-5.22,-5.127,-5.231,-5.0,-4.673,-5.023,-5.421
57,COC1=C=C(C)CSC(C)OC(=O)OC1,-4.307,-4.557,-4.624,-4.358,-1.867,-3.316,-4.485,-3.779,-4.547,-4.302
58,CC=CC=C(CO)C(=O)O,-5.665,-6.031,-4.901,-5.122,-4.801,-5.443,-4.594,-4.769,-5.153,-5.014
59,C=CC(=CC(=CC)CC(=C)C)C(=C)O,-6.354,-6.524,-6.34,-6.097,-4.895,-5.925,-6.031,-5.398,-6.096,-6.321
60,CCN(CN)CSC,-4.266,-4.097,-3.886,-3.878,-3.69,-3.857,-3.826,-4.118,-4.14,-4.076
61,[C]C(CC)C[SH]=CC,-4.231,-4.672,-4.149,-4.304,-4.242,-4.45,-4.068,-3.907,-4.17,-4.083
62,C=CC(CCS)CC(C)C,-4.927,-4.99,-4.914,-4.822,-4.861,-4.738,-4.66,-4.332,-4.56,-4.797
63,CCSCCOC(C)=O,-4.411,-4.819,-4.299,-4.272,-3.788,-4.005,-4.398,-4.208,-4.145,-4.052
64,C=C(C)CCCCCCCO,-5.636,-5.929,-5.55,-5.137,-5.38,-4.835,-4.825,-4.663,-5.185,-5.451
65,CCC(S)=[SH]C1=CC(C)=C1,-5.134,-5.199,-4.901,-5.209,-4.288,-4.347,-4.669,-4.316,-4.915,-4.729
66,C=CC(C)=C(C)C,-4.775,-4.692,-4.509,-4.58,-4.82,-5.158,-4.222,-4.259,-4.083,-4.437
67,CC(C)CCCC=C1C=CCCC=C1,-5.313,-5.654,-5.249,-4.901,-3.391,-4.435,-4.498,-3.73,-4.68,-4.627
68,COC(C=O)CCCC(C)C,-5.381,-5.835,-5.144,-5.355,-4.913,-4.793,-4.916,-4.971,-5.167,-5.102
69,CC(=C(O)O)C(C)(C)CS,-5.353,-5.9,-4.902,-4.945,-4.297,-5.139,-4.594,-4.655,-5.112,-4.99
70,C=CC(C)C=CSC,-4.313,-4.621,-4.229,-4.356,-4.249,-4.225,-4.026,-3.904,-4.232,-4.201
71,CCC1C=CC(CC)OC(OC(C)=O)C=C1,-4.939,-5.332,-5.366,-5.296,-3.326,-4.019,-4.794,-4.888,-5.111,-4.896
72,C=COC(=CC=CC(=C)C)CS,-5.204,-5.668,-5.212,-5.12,-4.465,-4.939,-4.836,-4.997,-4.822,-5.085
73,CCSCC(C)(C)CC,-4.644,-5.006,-4.669,-4.65,-4.475,-4.475,-4.202,-4.368,-4.437,-4.479
74,CCOC(C)=CC=CN=CS,-4.64,-5.012,-4.644,-4.467,-4.22,-4.501,-4.341,-4.635,-4.627,-4.573
75,C=CCCCC(C)C=CC=CC,-5.6,-6.177,-5.457,-5.306,-5.428,-5.444,-4.987,-4.777,-5.193,-5.262
76,C=CC1=C(CC)C=CC(C)CC1,-4.283,-4.512,-4.486,-4.346,-3.372,-3.446,-4.222,-3.691,-4.353,-4.399
77,CC=NC(C)=CC(C)C(C)CC,-5.825,-5.932,-5.635,-5.809,-5.119,-5.234,-5.09,-5.26,-5.308,-5.598
78,CC=C(CC=C(C)C)C(=O)CC,-6.288,-6.214,-5.786,-5.79,-5.654,-5.651,-5.143,-5.467,-5.449,-5.721
79,C=CC(C=CC(=C)C)=CC1=COC(=C)O1,-6.91,-7.287,-6.663,-6.658,-6.064,-6.337,-6.683,-6.358,-6.439,-6.905
80,C=CCCC(=C)OC(=O)C(=C)C=CC(C)CC,-6.699,-7.142,-6.638,-6.348,-4.631,-6.241,-5.967,-5.892,-6.146,-6.154
81,C=C(CC=O)C(C)=C(C)C=C(CC)OCC,-6.418,-6.587,-6.979,-6.11,-5.009,-5.821,-5.884,-5.176,-5.975,-6.423
82,CC=CC=CCC(C)OC=O,-5.53,-5.658,-5.203,-5.434,-4.894,-5.09,-4.887,-4.659,-5.07,-5.257
83,CCCC1=CCC(C)CS1,-5.569,-5.789,-5.545,-5.357,-4.48,-4.737,-5.37,-4.788,-5.422,-5.435
84,C=CC=C(C=C(C)CCCC)CC,-6.389,-6.171,-6.073,-5.721,-5.234,-5.439,-5.332,-5.331,-5.227,-5.844
85,C=C=C(C=C(C)CC)OCC,-5.133,-5.604,-5.192,-5.217,-5.038,-5.488,-5.067,-4.853,-5.069,-5.134
86,CCC(=O)CC(=O)CN,-5.185,-5.452,-4.804,-4.839,-4.719,-4.81,-4.468,-4.79,-4.875,-4.519
87,C=CC(C)=C1CC(C)C(C)CC(C)(CC)O1,-5.169,-5.215,-5.498,-5.357,-3.224,-4.334,-5.303,-4.218,-5.064,-5.435
88,CCCC(=CC(C)C)C(C)=C(C)CC,-6.312,-5.939,-6.525,-6.327,-4.956,-5.645,-6.016,-5.244,-5.912,-6.115
89,C=C(C)C(C=O)(CC)OCC,-5.384,-4.949,-4.998,-5.357,-4.892,-5.444,-4.908,-4.727,-5.194,-5.005
90,CC=CC(OC)=C1C=CCC1,-5.812,-6.051,-5.61,-5.701,-5.403,-5.963,-5.305,-5.151,-5.419,-5.694
91,C=CCOC(=O)C(C)=CC,-5.175,-5.455,-4.898,-5.204,-5.206,-5.094,-4.657,-4.85,-5.002,-4.823
92,CCC(C=CCN)CC,-5.125,-4.938,-5.013,-4.927,-5.046,-4.971,-4.654,-4.631,-4.512,-4.833
93,C=CC1=C(N(C)C)C=C1OCS,-5.167,-5.197,-5.251,-4.968,-4.458,-4.56,-4.947,-4.631,-5.035,-4.974
94,CCC=C1CCCOC1=CCC,-6.321,-6.174,-5.876,-6.113,-4.906,-5.241,-5.641,-5.283,-5.731,-5.92
95,CC=C1CCOC(CC)C(C)OC1C,-4.837,-4.728,-4.923,-4.874,-2.852,-3.421,-4.512,-4.157,-4.335,-4.405
96,C=CCC1CCC=C(C)C1C,-6.612,-5.828,-6.307,-6.31,-5.733,-5.587,-6.175,-5.195,-5.638,-6.581
97,C=CC(C)(CO)C(C)C(C)C,-5.839,-5.597,-5.521,-5.525,-3.888,-5.666,-5.312,-5.118,-5.44,-5.49
98,CCC(C)(OS)OBr,-4.339,-4.886,-4.317,-4.466,-4.421,-4.462,-3.802,-4.322,-4.064,-3.982
99,CC=C(C)CSCCCC,-4.796,-5.27,-4.643,-4.911,-4.053,-4.43,-4.554,-4.316,-4.559,-4.277
100,CCC=C(C)CC(O)CC,-5.296,-5.481,-5.325,-5.24,-4.899,-5.273,-4.802,-5.067,-5.134,-4.967
101,C=CC=C1C=NC=CC=C=NC1CC,-4.744,-4.473,-4.617,-4.566,-3.254,-4.206,-4.539,-3.9,-4.703,-4.177
102,CCCC(=O)CC(C)C(C)C,-5.824,-6.18,-5.421,-5.788,-4.987,-5.273,-5.376,-5.424,-5.469,-5.235
103,CCCC(C)(CO)COC(=O)C=C(C)O,-6.395,-6.384,-6.081,-5.856,-5.535,-5.951,-5.671,-5.498,-5.991,-5.956
104,CC1=CC=CC(C)=CC(C)C=C1,-4.62,-4.915,-4.798,-4.72,-3.494,-4.211,-4.48,-4.124,-4.452,-4.466
105,C=C(C=CC=C=O)C(C)CCC,-5.892,-6.236,-5.827,-5.867,-5.594,-5.495,-5.335,-5.113,-5.576,-5.761
106,CC=C(CC)SSCC,-4.343,-4.607,-4.362,-4.444,-4.141,-4.111,-4.053,-4.138,-4.144,-4.307
107,CCC(CC)OCC(C)C(=O)O,-5.602,-5.825,-5.595,-5.726,-5.47,-5.592,-5.125,-5.222,-5.273,-5.565
108,CCCC(C)CCOC(C)O,-5.487,-6.011,-5.431,-5.333,-5.101,-5.036,-5.04,-4.851,-5.17,-5.162
109,CC=CSC(CC)CCC,-4.783,-4.947,-4.765,-4.799,-4.705,-4.496,-4.139,-4.476,-4.556,-4.619
110,CCC(C)([S])COC,-4.327,-4.313,-4.077,-4.292,-4.109,-4.234,-3.803,-3.99,-4.045,-3.999
111,C=CCCC(=CCSC=CC)CC,-5.448,-5.588,-5.498,-4.976,-4.828,-5.352,-4.746,-5.002,-5.196,-5.066
112,C=C(C(=C)C(CC)C(C)C)C(C)=CC,-6.57,-5.794,-6.619,-6.008,-4.931,-5.818,-5.88,-5.2,-6.1,-6.524
113,CCCCS,-3.204,-3.338,-2.997,-2.968,-3.188,-3.19,-2.893,-3.026,-3.061,-2.987
114,CCCC=CC=CC=CC=O,-5.421,-5.96,-5.409,-5.359,-5.074,-4.842,-4.919,-4.502,-4.881,-4.854
115,C=CCCC(C)(C)CC,-5.3,-5.326,-5.109,-4.968,-5.206,-5.133,-4.544,-4.565,-4.672,-5.02
116,CCC(C)=CCC(N)CCC(C)=O,-6.305,-6.606,-6.048,-5.67,-5.391,-5.506,-5.426,-5.639,-5.96,-5.855
117,C=CCC(OC)C(C)CC,-5.219,-5.167,-5.019,-5.395,-5.002,-5.479,-4.603,-4.732,-4.961,-4.863
118,C=C=CCC(=O)C=CC(C)C,-5.515,-5.982,-5.644,-5.434,-4.903,-5.241,-4.898,-5.17,-5.226,-5.12
119,CCCC=CCC=C(OC)C(C)C,-5.737,-6.112,-5.821,-5.68,-5.037,-5.524,-4.997,-5.403,-5.311,-5.251
120,CC=CC=S(C)OC(C)=CC,-4.846,-5.302,-4.842,-4.993,-4.616,-4.459,-4.474,-5.047,-4.935,-4.727
121,CC1=NC(C=N)=S1N,-4.79,-4.953,-4.418,-4.652,-3.772,-4.635,-4.07,-4.968,-4.636,-4.384
122,C=C(C)CC(=C)C(C)=CC=CC=CC,-6.503,-6.697,-6.205,-5.808,-5.272,-6.091,-5.684,-5.658,-5.828,-6.127
123,CC=CC(CC)CC(C)C=C(C)O,-6.169,-6.144,-6.349,-5.572,-5.35,-5.325,-5.812,-5.381,-5.607,-5.942
124,C=C(C(C)N)C1CC1S,-4.787,-5.054,-4.918,-4.725,-4.355,-5.156,-4.392,-4.346,-4.606,-4.727
125,C=C(CC)C(C=CC=O)CC,-5.489,-5.833,-5.839,-5.688,-5.366,-5.51,-5.184,-4.844,-5.034,-5.502
126,CCCC(=O)CC(CC)C(C)CC,-6.368,-6.089,-6.058,-6.087,-4.755,-5.332,-5.379,-5.147,-5.522,-5.474
127,C=C(CC)CCCCC(C)=CCC,-6.149,-6.378,-6.02,-5.748,-5.522,-5.531,-5.091,-5.291,-5.33,-5.448
128,C=C1C=CCCCC2(COC(CC)C2)O1,-5.068,-5.086,-5.328,-5.192,-3.166,-3.5,-4.885,-4.971,-5.078,-4.923
129,CCCCCC(=O)CS,-4.733,-5.036,-4.661,-4.471,-4.296,-4.406,-4.3,-4.257,-4.533,-4.416
130,C=NSC(C)CCCC=CCCC,-5.671,-6.071,-5.449,-5.331,-4.097,-5.211,-4.98,-5.122,-5.088,-5.04
131,CC(C)OC(C)[SH](C)C,-4.538,-4.939,-4.394,-4.352,-3.484,-4.424,-4.127,-4.148,-4.42,-4.33
132,CCC=CC(=O)CCCC,-5.215,-5.574,-4.949,-5.124,-4.943,-4.844,-4.728,-4.555,-4.994,-4.615
133,CC=C(O)C=C(C)C=CC=O,-5.539,-5.762,-5.477,-5.49,-5.187,-5.179,-5.044,-4.985,-4.995,-5.072
134,CC12CC(=O)OC3CC3C(C1)C2,-5.549,-5.512,-5.483,-5.113,-3.41,-3.693,-5.056,-5.01,-5.479,-5.139
135,CCCC(O)CC=O,-4.737,-4.683,-4.486,-4.51,-4.501,-4.764,-4.113,-4.622,-4.58,-4.52
136,CCC=COCC(C)OC,-4.729,-5.144,-4.697,-4.699,-4.431,-4.623,-4.327,-4.471,-4.637,-4.578
137,CCCC(C)CC(C)(C)C(C)C,-6.113,-6.317,-6.101,-5.773,-4.481,-5.774,-5.391,-5.233,-5.489,-5.739
138,CC=CC=COC(C)=C(C)S,-5.191,-5.577,-4.92,-5.041,-4.451,-4.792,-4.5,-4.756,-4.895,-4.906
139,CCC(C)C(O)C(C)=C(C)C,-5.802,-5.814,-5.608,-5.853,-5.127,-5.907,-5.218,-5.084,-5.455,-5.466
140,CC(C)CCCCC1CS1,-5.349,-5.81,-4.856,-4.975,-4.821,-4.668,-4.788,-4.435,-4.75,-4.929
141,CC(N)=C=CC=CC(=O)C=O,-5.545,-6.133,-5.081,-5.539,-5.269,-5.108,-4.815,-4.821,-4.942,-5.045
142,O=C1OC=NC2=C3OC24[SH]2C(OCl)C3C124,-5.226,-5.093,-5.473,-5.275,-3.431,-4.002,-5.578,-5.622,-5.5,-5.676
143,CC[C]1CC2C(S)[N]C2C(OC)N1,-5.788,-6.222,-5.968,-6.111,-4.248,-4.131,-5.843,-4.316,-5.591,-5.619
144,C=C(C=C(C)CC)C(=O)CS,-5.772,-5.573,-5.283,-5.232,-5.16,-5.092,-5.133,-4.805,-5.154,-5.245
145,C=CC(C1=CC=CC(C)=CC1=C)=C(C)C,-5.153,-4.808,-5.622,-4.778,-3.743,-4.061,-4.906,-3.503,-5.022,-5.168
146,CCC=C(C)C(C)COC=O,-5.259,-5.806,-5.492,-5.653,-5.023,-5.184,-5.072,-4.865,-5.012,-5.312
147,C=CC=CCCCCS,-4.522,-4.765,-4.39,-4.329,-4.436,-4.129,-4.062,-3.932,-4.272,-4.361
148,CCC(C)OC1C=CC=COC1,-4.276,-4.532,-4.084,-4.289,-3.368,-3.851,-4.035,-3.898,-4.333,-3.985
149,CCC=CC=C(CC)OC,-5.016,-5.393,-4.718,-4.897,-5.005,-5.006,-4.54,-4.511,-4.763,-4.674
150,CC=CCCC(C)COC,-4.764,-5.435,-4.841,-4.857,-5.058,-4.791,-4.655,-4.585,-4.839,-4.554
151,CC=C(C)[SH](CCC)SCOCC,-5.343,-5.457,-5.381,-5.305,-4.022,-4.997,-5.317,-5.021,-4.946,-5.117
152,CC=CCCOC(O)=C(C)C,-5.446,-5.862,-5.015,-5.352,-4.96,-5.152,-4.965,-5.246,-5.392,-5.221
153,CCSC(C)C,-3.734,-3.727,-3.405,-3.57,-3.789,-3.827,-3.265,-3.434,-3.427,-3.314
154,C=CCCC(CCC)C(C)C=C(C)C,-6.257,-6.168,-6.274,-5.671,-4.787,-5.399,-5.401,-5.429,-5.807,-5.841
155,C=COC(C=O)CCC(C)C(=C)C=C,-6.223,-6.308,-6.033,-6.005,-5.103,-5.788,-5.765,-5.123,-5.824,-5.577
156,C=CC=CC(=CCC)CCC,-5.531,-5.389,-5.297,-5.191,-5.288,-5.243,-4.944,-4.792,-4.856,-5.021
157,C=CC(=CCO)COCCCC,-5.181,-5.603,-5.032,-5.172,-5.044,-5.408,-4.997,-5.029,-5.255,-4.905
158,CCCC(S)C=CC(C)=O,-4.951,-5.462,-5.091,-4.794,-4.47,-4.718,-4.447,-4.463,-4.594,-4.791
159,CC(=O)C1CC(C)(C)C1C,-6.271,-5.84,-6.088,-5.976,-5.388,-5.68,-5.426,-5.271,-5.754,-5.671
160,C=CCC(C)C(CC)C(C=C)=C(C)C,-6.521,-5.154,-6.546,-5.887,-4.398,-5.399,-5.811,-5.097,-5.634,-6.093
161,CC=CCC(C=CS)CC,-4.791,-5.036,-4.844,-4.82,-4.736,-4.609,-4.502,-4.339,-4.708,-4.804
162,CC(=CO)C(C)(C)C(C)C,-6.017,-5.562,-5.728,-5.256,-4.748,-5.598,-5.116,-4.848,-5.453,-5.448
163,C=CC=CC(=C)[SH](C)NC,-5.154,-5.39,-4.849,-4.943,-4.541,-4.746,-4.552,-4.637,-4.734,-4.839
164,CCCCC(N)C(CC)CCC,-5.849,-5.919,-5.581,-5.577,-4.997,-5.358,-5.079,-5.193,-5.456,-5.641
